id,name,link,author_id,author_name,translator,year,language,content_language,cover,paper_format,number_of_pages,weight,barcode,book_price_uzs,ebook_price_uzs,audio_price_uzs,has_discount,discount_pct,rating,rate_count,views_count,amount_in_stock,total_sold,is_available,is_available_ebook,is_available_audio,is_available_podcast,label,state,type,genres,tags,img_url,description
6a2682380a64814103f49d77,O'zbek: Eskirgan tarix va yangi o'zlik,ozbek-eskirgan-tarix-va-yangi-ozlik,,,,2026,uz,latin,paper,A5,128,0,978-9910-5061-5-4,38000,0,0,False,,5,0,174,2723,0,True,False,False,False,simple,old,single,Ilmiy-ommabop,Ўзбек: Эскирган тарих ва янги ўзлик; O'zbek: Eskirgan tarix va yangi o'zlik; Eskirgan tarix va yangi o'zlik; O'zbek; Эскирган тарих ва янги ўзлик; Ўзбек; Baxtiyor Alimjonov; Бахтиёр Алимжонов,img/img-file-89625c039f45cd440951e5c0cdd9cbed.jpg,"Qo'lingizdagi kitob tarix fanini shunchaki o'tmish xotiralari to'plami sifatida emas, balki ""o'zbek""ning buguni va kelajagini shakllantiruvchi tirik jarayon sifatida tadqiq etadi. Muallif an'anaviy akademik qoliplardan voz kechib, ""Tarix nima?"", ""U siyosatga xizmat qiladimi?"" kabi fundamental savollardan tortib, tarixning jinnixona, qamoqxona va hatto kosmos bilan bog'liq kutilmagan jihatlarigacha tahlil etishga harakat qiladi. Asarda o'zbek davlatchiligi va jamiyati rivojlanishidagi eng og'riqli nuqtalar - tarixning dekoloniallashtirish, sovet davri tarixshunosligi asoratlari va elitalar tarixi masalalari o'rtaga tashlanadi. Shuningdek, tarixning geografiya, sotsiologiya va psixologiya bilan aloqalarini yangicha rakursdan yoritib, o'quvchini o'zlikni anglashga, ""eskirgan"" qarashlardan xalos bo'lib, milliy tarixga yangicha nigoh bilan boqishga undaydi. Ayollar va boylar tarixi, iqlim va tilning tarix bilan aloqalari kabi mavzular esa asarning qamrovini yanada kengaytiradi."
6a267ca70a64814103f49c3b,Ilon Mask,ilon-mask-4,,,Saodat Abdurahmonova,2026,uz,latin,paper,A5,224,0,978-9910-708-21-3,35000,0,0,False,,5,0,66,1689,0,True,False,False,False,simple,old,single,Biografik va memuar,Ilon Mask; Илон Маск,img/img-file-2b0e244b558f3910649b747e6260df6a.jpg,"Mashhur shaxslar, ayniqsa, dunyoning eng boy insonlari hayoti haqida gap ketsa, ko'pchil;ikda bu mavzu qiziqish uyg'otadi, ammo ular bosib o'tgan shonli yo'ldagi mehnat-u mashaqqatlarga dosh berish hamda sinovlardan faqat g'olib bo'lib chiqish, kerakli qarorni o'z vaqtida qabul qilish zehni-yu ilmi hammada ham yetarli bo'lavermaydi. Mazkur kitob orqali bugun hayot va faoliyatidagi sarguzashtlar hikoya qilinadigan Ilon Mask shaxsiyati qirralari haqida tanishar ekansiz, yuqoridagi fikr bot-bot xayolingizdan kechishi mumkin. Ushbu kitob mutolaasi shu jihati bilan ahamiyatliki, yoshlarni o'z maqsadi sari ilgarilayotgan og'ir damlarda uchragan barcha to'siq va qiyinchiliklarni mardonavor yengib o'tishga ilhomlantirsa, ota-onalarga esa farzandlari kamoli uchun zarur shart-sharoitlarni hozir qilish, ularning qiziqishlarini har tomonlama qo'llab-quvvatlash, tafakkurini o'stirish, bilimini rag'batlantirish naqadar lozim va lobud ekanini hayotiy muhim misollar vositasida uqtiradi."
6a14034292396a23f253d188,Uning ko'zlari,uning-kozlari,,,Ahmadjon Quranbekov,2025,uz,cyrillic,paper,A5,320,0,978-9910-8781-4-5,65000,0,0,False,,5,0,130,40,0,True,False,False,False,simple,old,single,Badiiy adabiyotlar; Jahon adabiyoti,Унинг кўзлари; Uning ko'zlari,img/img-file-b91d53d069273615fc6feb44e072bb39.jpg,"Bo'zo'rg Alaviyning ushbu asari sevgi, iztirob va ijtimoiy adolat orzusi uyg'unlashgan adabiy shohasardir. Asar ilk bor 1952-yilda nashr etilgan bo'lib, bugunga qadar fors adabiyotining eng muhim klassik namunalaridan biri sifatida o'qilib kelinmoqda. Roman o'quvchini XX asrning avvalgi o'n yilliklaridagi Eron jamiyati, siyosiy bosimlar va yashirin kurashlar sahnasiga olib kiradi. Asar jamiyatda ziyolilarning mas'uliyati, ayollarning ichki dunyosi va erkinlik yo'lidagi intilish mavzularini o'z ichiga oladi. ""Uning ko'zlari"" - nafaqat shaxsiy qismat haqidagi roman, balki butun bir davr ruhiyatini, inson orzulari va iztiroblarini o'zida mujassam etgan asar."
6a14003c92396a23f253d038,Ilonni o'ldirsalar,ilonni-oldirsalar,,,Dilfuza Turdiyeva,2026,uz,cyrillic,paper,A5,356,0,978-9910-5058-2-9,60000,0,0,False,,5,0,60,24,0,True,False,False,False,simple,old,single,Badiiy adabiyotlar,Илонни ўлдирсалар; Ilonni O'ldirsalar,img/img-file-4000206ac92508134bbf2cb4b38a0d81.jpg,Ilonni o'ldirsalar... Asar jamiyatdagi jamoaviy telbalik qanday qilib bir bolani qotilgan aylantirishi haqida. Hasan qarindoshlari va qishloq ahli bosimi ostida o'z onasini o'ldirishga majbur bo'ladi. To'qqiz yoshida sodir etgan bu jinoyati uni butun umr ta'qib etadi...
6a13fe6d92396a23f253cfa1,Shamolni bo'ysundirgan bola,shamolni-boysundirgan-bola,,,Abu Bakr Fozilov,2025,uz,cyrillic,paper,A5,223,0,978-9910-8310-5-8,50000,0,0,False,,5,0,70,36,0,True,False,False,False,simple,old,single,Badiiy adabiyotlar; Jahon adabiyoti; Bolalar adabiyoti,Шамолни бўйсундирган бола; Shamolni bo'ysundirgan bola,img/img-file-0694a21d031c5546b6583acc60d00c0a.jpg,"Qurg'oqchilik uqubatlari sira arimaydigan Malavi qishlog'idan bo'lgan bir bola ko'pchilik imkonsiz deb bilgan ishni qilishga jur'at etdi: keraksiz chiqindilar, zang bosgan temir-tersaklardan shamol parragi yasab, uyiga nur olib kirdi. Uiliam Kamkvamba o'z boshidan kechirgan bardosh va umidning cheksiz qudrati haqidagi hayot hikoyasi bilan ko'pchilikka ilhom bag'ishlasa ajabmas. U qiziqishlari ortidan qat'iyat bilan ergashib, nafaqat o'z taqdirini, balki juda ko'pchilikning qarashlarini ham o'zgartira olgan. Bu kitob inson salohiyatining mohiyatini ochib beradi, birgina irodali, ishtiyoqqa to'la qalbning ""Urinib ko'rishdan qo'rqmadim va uddaladim"" degan ishonchi aql bovar qilmas ishlarga qodir ekanini ko'rsatadi. Ushbu asarni o'qing, farzandlaringizga ham o'qiting. Bolalaringizga sizdan qoladigan eng katta meros kurashuvchanlik ruhidir."
6a13fb2592396a23f253ce75,O'g'irlangan diqqat,ogirlangan-diqqat,,,Charos Nizomiddinova,,uz,cyrillic,paper,A5,417,0,978-9910-09-487-3,63000,0,0,False,,5,0,70,36,0,True,False,False,False,simple,old,single,Ilmiy-ommabop,Ўғирланган диққат; O'g'irlangan diqqat; Yohan Hari,img/img-file-434d7491978c9189901e84defcd830cb.jpg,"Jurnalist va yozuvchi Yohan Hari so'nggi yillarda diqqatini jamlashi tobora qiyinlashib borayotganini sezgach, avval muammoni o'zodan qidiradi. Biroq keyinchalik bu muammo ko'pchilikka xos ekanini angaydi. Tadqiqotlar olib borib, mutaxassislar bilan suhbatlashgan sari muammo ancha chuqur va tizimli sabablar bog'liqligini kashf etadi. Muallif ushbu sabablarni batafsil tahlil qiladi va diqqatimizni qayta tiklash yo'llarini izlaydi. Uning ta'kidlashicha, faqat shaxsiy hayotimizda kichik o'zgarishlar qilish muammoni to'liq hal qila olmaydi. Diqaatimizni tortib olayotgan kuchlarga jamoaviy tarzda qarshi turishimiz kerak."
6a0accf392396a23f253523b,Yaqiningni sev,yaqiningni-sev,,,Hafiza Qoʻchqorova,2026,uz,latin,hardcover,A5,480,0,978-9910-601-58-3,53000,0,0,False,,5,0,330,3228,0,True,False,False,False,simple,old,single,Badiiy adabiyotlar; Jahon adabiyoti,,img/img-file-89c7aa46939129dde56cfc6a4e41d3b1.jpg,"Remark bu romanda front sahnalari emas, balki chegaralar ortidagi vatansizlik fojeasi haqida soʻz yuritadi. Qahramonlar doimiy ravishda passport, ishlash va yashash huquqi muammosi bilan toʻqnashadi; chegaralar yopiq, odamlar sovuqqon va befarq, inson qadri qogʻoz parchasi - hujjatga bogʻliq boʻlib qolgan. Ular tirik, ammo huquqsiz; mavjud, biroq goʻyo yoʻqdek. Muallif inson shaʼni va erkinligi qanchalik moʻrt ekanligini Morits Rozental, Ludvig Kern, Rut Holland, Marill, Mari va Yozef Shtayner kabi obrazlar orqali ochib beradi."
6a0acae992396a23f25351a2,Usta va Margarita,usta-va-margarita-2,,,Alisher Sa'dullayev,2026,uz,latin,hardcover,A5,592,0,978-9910-601-66-8,63000,0,0,False,,5,0,272,1465,0,True,False,False,False,simple,old,single,Badiiy adabiyotlar; Jahon adabiyoti; Fantastika,,img/img-file-6dbcc8dd9c0c554d58e77ecaf48fcb4b.jpg,"Mixail Bulgakov qalamiga mansub ushbu roman XX asr rus adabiyotining eng mashhur asarlaridan biridir. Romanda Moskvaning 1930-yillar hayoti, insonning maʼnaviy kurashi va yaxshi bilan yomon orasidagi bahslar tasvirlanadi. Roman falsafiy va satirik elementlarni, shuningdek, real hayot va fantastikani uygʻunlashtirgan. Romanning inson maʼnaviy ozodligi, muhabbat va jasorat mavzulariga bagʻishlangani oʻquvchi qalbini chuqur taʼsirlantiradi."
69f98789e7ae26e03e9f1718,Thematic IELTS Reading practice tests,thematic-ielts-reading-practice-tests,,,,2025,en,latin,paper,A5,592,0,978-9943-8858-3-7,55000,0,0,False,,5,0,128,50,0,True,False,False,False,simple,old,single,Ilmiy-ommabop; O'quv adabiyotlar; Til o’rganish uchun qo’llanmalar,Thematic IELTS Reading practice tests; Thematic reading; reading; IELTS reading,img/img-file-e1a942e177256146eea5c51db052b2cc.jpg,"Ushbu qo'llanma Cambridge standartlariga mos ravishda, IELTS testlariga tayyorlanayotgan va o'qib tushunish ko'nikmasi bo'yicha kam tajribaga ega ekanligi tufayli yaxshi natijalarga erisha olmayotgan yoki qiyinchiliklarga uchrayotgan test tayyorlanuvchilariga mo'ljallangan. Qo'llanmadagi barcha berilgan savollar Cambridge Practice Tests kitobari va British Council manbalari asosida to'plangan. Savollar osondan qiyin darajaga qarab tartiblangan. Savollarning javoblari paragrafga yoki butun matnga taaluqliligiga ko'ra matn qisqartirilgan yoki butun holida berilgan."
69f71ef5e7ae26e03e9efd9b,Bolalarning mashinasi,bolalarning-mashinasi,,,Aziza Husanboyeva,2025,uz,latin,paper,A5,12,0,978-9943-8592-2-8,13000,0,0,False,,5,0,74,1884,0,True,False,False,False,simple,old,single,Bolalar adabiyoti; Ertaklar,Болаларнинг машинаси; Bolalar mashinasi,img/img-file-a783cd2621a31371f2a603f966dfba62.jpg,
69f71db5e7ae26e03e9efd1a,Uzum poyasi,uzum-poyasi,,,Mirziyod Hamidullayev,2019,uz,latin,paper,A5,12,0,978-9943-8592-3-4,13000,0,0,False,,5,0,36,1467,0,True,False,False,False,simple,old,single,Bolalar adabiyoti; Ertaklar,Узум пояси; Uzum poyasi; Ertaklar,img/img-file-0076f3a5d385d1d0d986ab40fe711222.jpg,
69f71b82e7ae26e03e9efb75,Qor malikasi,qor-malikasi,,,"Usmon Qo'chqor, Alisher Usmon",2025,uz,latin,hardcover,A5,176,0,978-9943-20-294-8,27000,0,0,False,,5,0,80,121,0,True,False,False,False,simple,old,single,Bolalar adabiyoti; Ertaklar,Қор маликаси; Qor Malikasi; Kristian Andersen; Xans kristian andersen; hans kristian andersen,img/img-file-db0de79f7179bf1c50087597dedd2a0d.jpg,
69f71932e7ae26e03e9efa68,Ichindagi ichindadur,ichindagi-ichindadur,,,Ilhom Salimov,2026,uz,latin,paper,A5,320,0,978-9943-9528-9-8,33000,0,0,False,,5,0,152,63,0,True,False,False,False,simple,old,single,Diniy adabiyotlar,Ичингдаги ичингдадур; Ичиндаги ичиндадур; Ichingdagi ichingdadur; Ichindagi ichindadur,img/img-file-7fa7a34b0d0cfadd49999b95515614e1.jpg,"Havola etilayotgan ushbu asar qomusiy asar bo'lib, unda mutafakkirning komil inson orzusi ifoda etilgan, ijtimoiy-falsafiy mulohazalari o'rin olgan. Mavlononing boshqa asarlari kabi bunda ham so'z va uning inson hayotidagi o'rni haqida ko'p gapiriladi. Rumiy so'z yaratuvchining in'omi va aynan so'z qalbning makoni ekanini ta'kidlarkan, insonlar o'zaro suhbatarida so'zning qudratini anglashlarini istaydi."
69f7011ae7ae26e03e9ef544,Sehrgar Oz mamlakatida,sehrgar-oz-mamlakatida,,,,2023,uz,latin,paper,A5,96,0,978-9943-8756-6-1,14000,0,0,False,,5,0,40,0,0,True,False,False,False,simple,old,single,Fantastika; Sarguzasht; Bolalar adabiyoti,Сеҳргар Оз мамлакатида; Sehrgar Oz mamlakatida,img/img-file-ae3837e0ae34a3befd363998058a3994.jpg,"Tornado Dorotini oilasidan uzoqlashtirib, sehrli Oz yurtiga olib ketgach, qizaloq uyga qaytish yo'llarini izlay boshladi. Qiziq, u uyiga eson-omon keta olarmikan yoki uni G'arbning yovuz jodugarlari to'xtatib qolishadimi? Hammamiz uchun qadrli bo'lgan ushbu ertak ixchamlashtirilgan holda qayta tarjima qilindi va yangi rasmlar bilan boyitildi."
69f6fd72e7ae26e03e9ef41d,Chumchuq va Beshiktervatar,chumchuq-va-beshiktervatar,,,,2020,uz,latin,paper,A5,16,0,978-9910-679-18-6,10000,0,0,False,,5,0,44,2154,0,True,False,False,False,simple,old,single,Ertaklar,Чумчуқ ва Бешиктерватар; Chumchuq va Beshiktervatar,img/img-file-a8ddd7e366d5ed642eea9b80863d7965.jpg,"Bu kichik yoshdagi bolalar uchun mo'ljallangan ertak bo'lib, unda yaxshilikka yaxshilik bilan javob qaytarish lozimligi, yo'qsa yomonlik javobsiz qolmasligi ta'sirli tarzda hikoya qilinadi. Ushbu ertakdan bolajonlar yaxshilik va yomonlik haqida o'zlariga kerakli xulosalar oladi degan umiddamiz."
69f6f512e7ae26e03e9ef228,Olim bilan podsho,olim-bilan-podsho,,,,2017,uz,latin,paper,A5,48,0,978-9910-679-19-3,19000,0,0,False,,5,0,48,1723,0,True,False,False,False,simple,old,single,Ertaklar,Олим билан подшо; Olim bilan Podshoh,img/img-file-5dd7d2a7cb6f0a97f8c3d032458b3ede.jpg,Bilaman! Siz turli-tuman mavzularda juda ko'plab ertaklar o'qigansiz. Qo'lingizdagi kitob esa avval o'qigan ertak kitoblaringizdan anchagina farq qiladi. Negaki u sevimli qahramoningizning sizga atalgan so'zlari asnosida yozildi. Kitobda sizning sevimli qahramoningiz haqidagi ertaklar jamlangan.
69f6f305e7ae26e03e9ef0f7,Jahlimni yo'qotyapman,jahlimni-yoqotyapman,,,,2025,uz,latin,paper,A5,10,0,978-9910-679-41-4,15000,0,0,False,,5,0,46,1979,0,True,False,False,False,simple,old,single,Bolalar adabiyoti,Жаҳлимни йўқотяпман; Jahlimni yo'qotyapman; Zamonaviy ertak,img/img-file-597aa11c429163ae27dbc68b7dcf4fa0.jpg,"Sardor o'yinqaroq, ammo aqlli bola. Do'stlari bilan o'ynashni juda yaxshi ko'radi. Har safar endi oyisi tayinlagan darslarini qilmoqchi bo'lganida, o'rtoqlari va sevimli koptogi uni o'z holiga qo'ymaydi. Do'stlari bilan o'ynash zo'r, lekin janjallashib qolish yomon. Sardor janjallashgan payt jahlini tiyolmaydi. Alamini atrofdagilardan oladi. Bu yaxshi odat emas! Ushbu kitob orqali siz hissiyotlarni qanday jilovlashni o'rganib olishingiz mumkin. Shuningdek, kitob so'nggida qadrli ota-onalar uchun muhim eslatma bor."
69f6f123e7ae26e03e9eef82,Endi xafa bo'lmayman,endi-xafa-bolmayman,,,,2026,uz,latin,paper,A5,16,0,978-9910-8537-6-0,15000,0,0,False,,5,0,40,1822,0,True,False,False,False,simple,old,single,Bolalar adabiyoti,Энди хафа бўлмайман; Endi xafa bo'lmayman; Zamonaviy ertak,img/img-file-aa1a836a303ac00f2edb7c28aa110c91.jpg,"""Endi xafa bo'lmayman"" - bolalar qalbidagi ranjish, jahl va qayg'u kabi og'ir hislarni mehr, kechirish va tushunish orqali yengish haqidagi ta'sirli badiiy hikoya. Asarda kichik qahramon Sardor yo'qotilgan o'yinchoq orqali qalbida paydo bo'lgan og'irlikni his qiladi. Faqat samimiy so'z, kechirish va mehrgina qalbdagi ""og'ir tosh""ni eritib, quvonchni qaytara olishi ko'rsatiladi."
69f6ef73e7ae26e03e9eee46,Hayratimni topib oldim,hayratimni-topib-oldim,,,,2025,uz,latin,paper,A5,12,0,978-9910-679-49-0,15000,0,0,False,,5,0,34,1978,0,True,False,False,False,simple,old,single,Bolalar adabiyoti,Ҳайратимни топиб олдим; Hayratimni topib oldim; Zamonaviy ertak,img/img-file-b6faa09f1e392bc37d753873d9f6bdb2.jpg,"Siz Sardorni taniysiz. Avvalgi kitobimizda jahlini jilovlashni o'rgangandi. Bu safar u dunyodagi eng zo'r rasmni chizmoqchi. Ammo unga nimadir yetishmayapti.U narsa nima deb o'ylaysiz? Hikoya davomida Echki, Sigir, Mushuk va Tovuq birgalashib Sardorga ana shu narsani topishda yordam beradi. Shuningdek, siz ushbu kitob orqali dunyodagi eng zo'r rasmni chizish uchun nima qilish kerakligini bilib olishingiz mumkin."
69f6edd0e7ae26e03e9eeda6,Quvonchimni qidiryapman,quvonchimni-qidiryapman,,,,2025,uz,latin,paper,A5,16,0,978-9910-679-59-9,15000,0,0,False,,5,0,60,2889,0,True,False,False,False,simple,old,single,Bolalar adabiyoti,Қувончимни қидиряпман; Quvonchimni qidiryapman; zamonaviy ertak,img/img-file-ea0cbb87864aa6a3cf67935f585354f0.jpg,"Sardor g'aroyib bola. Bir jahlini yo'qotishga urinsa, bir hayratini izlab qoladi. Bu gal quvonchini topmoqchi. U quvonchini yomg'ir yog'gan kun yo'qotib qo'ygandi. Do'stlari - uy hayvonlari birlashib, Sardorning quvonchini izlashdi, biroq topisholmadi. Shunda oyisi yordamga keldi. Ushbu kitobcha so'nggida Sardor quvonchini qanday topganini bilib olishingiz mumkin."
69f6e99ee7ae26e03e9eea0c,Ajdar o'rgatuvchilar 3: Yovuzlik qal'asidan qochish,ajdar-orgatuvchilar-3-yovuzlik-qalasidan-qochish,,,Amina Saydaliyeva,2026,uz,latin,paper,A5,224,0,978-9910-8537-9-1,33000,0,0,False,,5,0,94,2611,0,True,False,False,False,simple,old,single,Jahon adabiyoti; Fantastika; Sarguzasht; Bolalar adabiyoti,Аждар ўргатувчилар 3; Аждар ўргатувчилар 3: Ёвузлик қалъасидан қочиш; Ёвузлик қалъасидан қочиш; Ajdar o'rgatuvchilar 3: Yovuzlik qal'asidan qochish; Ajdar o'rgatuvchilar 3; Yovuzlik qal'asidan qochish,img/img-file-249bae247037fbebd69c626449f89dea.jpg,"Bezorilar qabilasining bo'lg'usi qaroqchilarini tayyorlash vazifasiga mas'ul Ochofat shogirtlari zimmasiga yangi topshiriq yukaladi. Unga ko'ra Chiyildoq do'stlari bilan nihoyatda beozorligi bilan tanilgan tinchliksevarlarning baliqchi qayiqlariga hujum qilib, ularning dubulg'asini harbiy o'lja sifatida tortib olishlari lozim edi. Biroq Chiyildoq do'sti Baliqoyoq bilan tumanda adashib qoldi va tinchliksevarlarning baliqchi qayiqlari qolib, rimliklarning jangovar kemasiga hujum qilishdi. Ushbu tasodif tufayli Chiyildoq  rimliklarning qoyilmaqon rejasidan boxabar bo'ldi. Agar mazkur reja amalga oshsa, rimliklar Ichki ummon sohillaridagi jamiki ajdarlarni osongina o'g'irlab keta olishardi. Xo'sh, Chiyildoq bunga qarshi qanday chora qo'llay oladi?"
69f6e5d7e7ae26e03e9ee95d,Ajdar o'rgatuvchilar 2: Qaroqchilik san'ati,ajdar-orgatuvchilar-2-qaroqchilik-sanati,,,Davron Sultonov,2026,uz,latin,paper,A5,219,0,978-9910-8537-7-7,33000,0,0,False,,5,0,458,2263,0,True,False,False,False,simple,old,single,Jahon adabiyoti; Fantastika; Sarguzasht; Bolalar adabiyoti,Аждар ўргатувчилар 2: Қароқчилик санъати; Аждар ўргатувчилар 2; Қароқчилик санъати; Ajdar o'rgatuvchilar 2: Qaroqchilik san'ati; Ajdar o'rgatuvchilar 2; Qaroqchilik san'ati,img/img-file-48b234b6c0cba234b10eb313f0a75477.jpg,"Chiyildoqning ajdodi Daxshatli Qorasoqol o'z davrining mashhur qaroqchisi bo'lgan. Odamlar orasida u kemalarni talab, ulkan xazina to'plagani haqida turli afsonalar yuradi. Bezorilar qabilasidagi har bir bola Qorasoqolning jasoratlarini eshitib ulg'ayadi. Vikinglar orasida unga bo'lgan havas juda ham yuqori. Qorasoqol xazinasini qayerga yashirganini hech kim bilmasdi, toki dengizda uning tobuti paydo bo'lgunicha. Tobut ichida Qorasoqolning boyligini topishga yordam beruvchi xarita va jumboq bor edi. Yo'qolgan xazinani topish imkoni Bezorilarning halovatini o'g'irladi. Ular boylikka erishish uchun eng xavfli maxluqlar yashovchi orolga ham tayyor..."
69f6e19ee7ae26e03e9ee7b9,Sergey Brin va Larri Peyj: Google asoschilari,sergey-brin-va-larri-peyj-google-asoschilari,,,Saodat Abdurahmonova,2019,uz,latin,paper,A5,224,0,978-9910-601-35-4,32000,0,0,False,,5,0,58,2389,0,True,False,False,False,simple,old,single,Biznes adabiyotlar,Сергей Брин ва Ларри Пейж: Google асосчилари; Google асосчилари; Google asoschilari; Sergey Brin va Larri Peyj: Google asoschilari; Google,img/img-file-46b94c5d7f4753f1455fb7347b0d75d4.jpg,"Har bir insonning muayyan sohada yashirin iste'dodi bo'ladi. Jamiyatda qanday mavqega erishishimiz esa ana o'sha noyob qobiliyatni yuzaga chiqara olishimiz yoki uni ruhiyatimizda pinhon saqlashimiz bilan o'lchanadi. Mazkur kitobni o'qir ekansiz, Sergey Brin va Larri Peyjning Stenford universitetida o'qib yurgan kezlarida siz-u biz kabi qalblari yuksak orzularga limmo-lim oddiy insonlar bo'lishganiga guvoh bo'lasiz. Biroq ular muvaffaqiyatga erishish yo'lida shunchaki shirin orzularga berilish bilan cheklanib qolmadilar. Puxta rejalar asosida harakatdan bir zum ham to'xtamagani va omilkorlik bilan qo'l ostidagi xodimlarga ijobiy ta'sir o'tkaza olgani tufayli ulkan korporatsiyani vujudga keltirishdi. Bundan anglashiladiki, yaxshi natija tinimsiz mehnat va favqulodda muhim vaziyatlarda to'g'ri qaror qabul qilish orqali qo'lga kiritilishi mumkin."
69f6dd2ae7ae26e03e9ee644,Brend yaratish san'ati,brend-yaratish-sanati,,,Shoiraxon Anvarbekova,2026,uz,latin,hardcover,A5,192,0,978-9910-8588-1-9,55000,0,0,False,,5,0,60,45,0,True,False,False,False,simple,old,single,Biznes adabiyotlar,Бренд яратиш санъати; brend yaratish san'ati,img/img-file-f9ab95482cdda3b53722f5c206830b61.jpg,"Ushbu asar brendga nom tanlashni shunchaki texnik jarayon emas, balki san'at darajasiga ko'targan noyob qo'llanmadir. Muallif o'zining ko'p yillik tajribasi, real hayotiy misollar, kulgili voqealar va aniq amaliy tavsiyalar orqali o'quvchini to'g'ri, esda qolarli, va savdoga xizmat qiladigan nom yaratish sirlariga olib kiradi. Kitob tadbirkorlar, marketologlar, brend menejerlari, dizaynerlar, startap asoschilari hamda ijodkorlar uchun mo'ljallangan. Asarni o'qigan o'quvchi nom tanlashdagi eng ko'p uchraydigan xatolani tanib oladi, auditoriya ongida qoladigan nom qanday bo'lishini tushunadi va brendini kuchaytirish uchun puxta nom tanlashni o'rganadi. Bu kitob - nom tanlashdan qo'rqadiganlar uchun yo'l ko'rsatgich, adashganlar uchun esa aniq kompasdir."
69f5e8fde7ae26e03e9ede5c,Hikmatlar xazinasi,hikmatlar-xazinasi,,,Urfon Otajon,2025,uz,cyrillic,hardcover,A5,384,0,978-9910-708-82-4,44000,0,0,False,,5,0,38,1598,0,True,False,False,False,simple,old,single,Diniy adabiyotlar,Ҳикматлар хазинаси; hikmatlar xazinasi,img/img-file-b2c31e83a4c0909d8fb472e2ebb72ee2.jpg,"Yusuf Tovasliyning ushbu asari imon, axloq va ma'rifatga yetaklovchi nurli yo'la o'xshaydi. Unda Qur'oni Karim oyatlari, Payg'ambarimiz Muhammad (s.a.v) hadislaridan hamda buyuk allomalar va avliyolarning hikmatli so'zlaridan o'rinli misollar keltiriladi. Har bir hikmat hayotiy vaqealar bilan bog'lanib, sodda va ta'sirchan tilda sharhlanadi. Kitob o'quvchini halollik, sabr, shukronalik, adolat va mehr-oqibat kabi yuksak fazilatlarni qalbida mustahkamlashga chorlaydi. Kitobdagi pand-nasihatlar kundalik hayotning sinov va qiyinchiliklariga Qur'on va hadis mezonida yechim taklif etadi. ""Hikmatlar xazinasi"" - oilaviy o'qish, ta'lim va tarbiya jarayonida ishonchli yo'ldosh, barcha yoshdagilar uchun ruhiy boylik manbai. Kitob mutolaasidan so'ng o'zingiz ham bunga amin bo'lasiz."
69f5e3f4e7ae26e03e9edcd1,Yagona narsa,yagona-narsa,,,"Shohida Komilova, Abu Bakr Fozilov",2019,uz,cyrillic,paper,A5,240,0,978-9910-8581-3-0,65000,0,0,False,,5,0,68,21,0,True,False,False,False,simple,old,single,Shaxsiy rivojlanish uchun adabiyotlar,Ягона нарса; Yagona narsa,img/img-file-6e9ed83ad0eb64f08cb2eb013e6d35be.jpg,Ushbu kitobni o'qish orqali siz bir vaqtda ko'p ish qilish aslida samarasiz chiranish ekanini anglab yetasiz to'g'ri tanlangan yagona harakat ortida ulkan natijalarga erishsa bo'lishini uqib olasiz hamda  javobini topishga intilishingiz natijasida hayotingiz tartibga keladigan savol bilan yuzlashasiz.
69f5dc4be7ae26e03e9edba6,Po'rtana,portana,,,,2026,uz,latin,hardcover,A5,304,0,978-9910-8582-2-2,52000,0,0,False,,5,0,60,99,0,True,False,False,False,simple,old,single,Badiiy adabiyotlar,Пўртана; Po'rtana; Ajdarho komida; kinoroman,img/img-file-1924eab230a74a1e235f740262e8a4e0.jpg,"Qo'lingizdagi kitobni insoniyat tarixidagi eng shonli va eng murakkab davr - XX asrning bir oila hayotida aks etgan qayg'ulari, quvonchlari solnomasi deyish mumkin. O'tgan yuzyillikda xalqimiz boshidan kechirgan yirik va mudhish voqea hodisalar alohida olinganinsonlar taqdiri misolida rejissorning nigohi, yozuvchining nazari, olimning tahlili, faylasufning mushohadasi... eng muhimi, cho'ng inson qalbi bilan badiiy idrok etilgan. Kitobni mutolaa qilarkansiz, ko'nglingiz to'lqinlanib, ko'zingiz yolqinlanib, shuuringiz sergaklanib, tafakkuringiz tiniqlashib boradi. O'zingizga, umringizga va hayotingizga boshqacha rakursdan boqasiz."
